Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name
ENSG00000116815	ENSG00000116815.16	CD58	CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]	1
ENSG00000177173	ENSG00000177173.5	NAP1L4P1	nucleosome assembly protein 1 like 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39740]	1
ENSG00000264419	ENSG00000264419.1	MIR548AC	microRNA 548ac [Source:HGNC Symbol;Acc:HGNC:41626]	1
ENSG00000298593	ENSG00000298593.1		novel transcript	1
ENSG00000143061	ENSG00000143061.18	IGSF3	immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]	1
ENSG00000211543	ENSG00000211543.2	MIR320B1	microRNA 320b-1 [Source:HGNC Symbol;Acc:HGNC:35247]	1
ENSG00000203864	ENSG00000203864.3	LINC02868	long intergenic non-protein coding RNA 2868 [Source:HGNC Symbol;Acc:HGNC:32040]	1
ENSG00000231072	ENSG00000231072.1	GAPDHP64	glyceraldehyde-3-phosphate dehydrogenase pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:4158]	1
ENSG00000223489	ENSG00000223489.1	NEFHP1	NEFH pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7738]	1
ENSG00000116824	ENSG00000116824.5	CD2	CD2 molecule [Source:HGNC Symbol;Acc:HGNC:1639]	1
ENSG00000294675	ENSG00000294675.1		novel transcript	1
ENSG00000225079	ENSG00000225079.2	FTH1P22	ferritin heavy chain 1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:37640]	1
ENSG00000302765	ENSG00000302765.1		novel transcript	1
ENSG00000272715	ENSG00000272715.2		novel transcript	1
ENSG00000134247	ENSG00000134247.10	PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	1
ENSG00000252510	ENSG00000252510.1	RNA5SP55	RNA, 5S ribosomal pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:42832]	1
ENSG00000298645	ENSG00000298645.1		novel transcript, antisense to PTGFRN	1
ENSG00000134256	ENSG00000134256.13	CD101	CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]	1
ENSG00000236137	ENSG00000236137.2	CD101-AS1	CD101 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55665]	1
ENSG00000295201	ENSG00000295201.1		novel transcript	1
ENSG00000116830	ENSG00000116830.12	TTF2	transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]	1
ENSG00000215930	ENSG00000215930.1	MIR942	microRNA 942 [Source:HGNC Symbol;Acc:HGNC:33688]	1
ENSG00000134253	ENSG00000134253.10	TRIM45	tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]	1
ENSG00000307232	ENSG00000307232.1		novel transcript	1
ENSG00000228453	ENSG00000228453.1	RPS15AP9	ribosomal protein S15a pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36164]	1
ENSG00000134258	ENSG00000134258.18	VTCN1	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]	1
ENSG00000277141	ENSG00000277141.1	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1
ENSG00000308847	ENSG00000308847.1		novel transcript	1
ENSG00000235202	ENSG00000235202.3	LINC01525	long intergenic non-protein coding RNA 1525 [Source:HGNC Symbol;Acc:HGNC:51264]	1
ENSG00000271427	ENSG00000271427.1		novel transcript	1
ENSG00000299021	ENSG00000299021.1		novel transcript	1
ENSG00000198162	ENSG00000198162.12	MAN1A2	mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]	1
ENSG00000279513	ENSG00000279513.1		TEC	1
ENSG00000226755	ENSG00000226755.2	VPS25P1	VPS25 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44250]	1
ENSG00000236866	ENSG00000236866.6	TENT5C-DT	TENT5C divergent transcript [Source:HGNC Symbol;Acc:HGNC:55656]	1
ENSG00000183508	ENSG00000183508.5	TENT5C	terminal nucleotidyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:24712]	1
ENSG00000293820	ENSG00000293820.1		novel transcript	1
ENSG00000213262	ENSG00000213262.3	VDAC2P3	VDAC2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:51931]	1
ENSG00000293874	ENSG00000293874.1		novel transcript	1
ENSG00000212266	ENSG00000212266.1			1
ENSG00000270719	ENSG00000270719.1		anaphase promoting complex subunit 13 (ANAPC13) pseudogene	1
ENSG00000298597	ENSG00000298597.1		novel transcript	1
ENSG00000304294	ENSG00000304294.1		novel transcript	1
ENSG00000228217	ENSG00000228217.1	PNRC2P1	proline rich nuclear receptor coactivator 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51933]	1
ENSG00000309803	ENSG00000309803.1		novel transcript, antisense to GDAP2	1
ENSG00000196505	ENSG00000196505.11	GDAP2	ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010]	1
ENSG00000065183	ENSG00000065183.16	WDR3	WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]	1
ENSG00000155761	ENSG00000155761.14	SPAG17	sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620]	1
ENSG00000287980	ENSG00000287980.2		novel transcript	1
ENSG00000305021	ENSG00000305021.1		novel transcript	1
ENSG00000222209	ENSG00000222209.1	RNA5SP56	RNA, 5S ribosomal pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:42833]	1
ENSG00000297215	ENSG00000297215.1		novel transcript	1
ENSG00000297239	ENSG00000297239.1		novel transcript	1
ENSG00000226126	ENSG00000226126.2	PSMC1P12	proteasome 26S subunit, ATPase 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39787]	1
ENSG00000309892	ENSG00000309892.1		novel transcript	1
ENSG00000229911	ENSG00000229911.2		high density lipoprotein binding protein (vigilin) (HDLBP) pseudogene	1
ENSG00000310279	ENSG00000310279.1		novel transcript	1
ENSG00000092607	ENSG00000092607.15	TBX15	T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]	1
ENSG00000226172	ENSG00000226172.3		novel transcript	1
ENSG00000308365	ENSG00000308365.1		novel transcript	1
ENSG00000308386	ENSG00000308386.1		novel transcript	1
ENSG00000116874	ENSG00000116874.12	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]	1
ENSG00000224238	ENSG00000224238.2	WARS2-IT1	WARS2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41393]	1
ENSG00000223575	ENSG00000223575.2	RBMX2P3	RBMX2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39925]	1
ENSG00000236804	ENSG00000236804.1	RPS3AP12	RPS3A pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35527]	1
ENSG00000231365	ENSG00000231365.8	WARS2-AS1	WARS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40612]	1
ENSG00000227712	ENSG00000227712.4		novel transcript	1
ENSG00000227056	ENSG00000227056.2	RPL6P2	ribosomal protein L6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:35964]	1
ENSG00000309362	ENSG00000309362.1		novel transcript	1
ENSG00000232650	ENSG00000232650.6	LINC01780	long intergenic non-protein coding RNA 1780 [Source:HGNC Symbol;Acc:HGNC:52570]	1
ENSG00000194297	ENSG00000194297.2	RNU1-75P	RNA, U1 small nuclear 75, pseudogene [Source:HGNC Symbol;Acc:HGNC:48417]	1
ENSG00000116882	ENSG00000116882.15	HAO2	hydroxyacid oxidase 2 [Source:HGNC Symbol;Acc:HGNC:4810]	1
ENSG00000230921	ENSG00000230921.1	HAO2-IT1	HAO2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41342]	1
ENSG00000307032	ENSG00000307032.1		novel transcript, antisense to HSD3B2	1
ENSG00000203859	ENSG00000203859.10	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 [Source:HGNC Symbol;Acc:HGNC:5218]	1
ENSG00000293080	ENSG00000293080.2		novel transcript	1
ENSG00000232780	ENSG00000232780.3	GAPDHP74	glyceraldehyde-3-phosphate dehydrogenase pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:50647]	1
ENSG00000203858	ENSG00000203858.3	HSD3BP2	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:5220]	1
ENSG00000235595	ENSG00000235595.1	GAPDHP23	glyceraldehyde 3 phosphate dehydrogenase pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:37775]	1
ENSG00000187481	ENSG00000187481.2	HSD3BP1	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:5219]	1
ENSG00000298657	ENSG00000298657.1		novel transcript	1
ENSG00000229570	ENSG00000229570.2	GAPDHP58	glyceraldehyde 3 phosphate dehydrogenase pseudogene 58 [Source:HGNC Symbol;Acc:HGNC:4142]	1
ENSG00000203857	ENSG00000203857.10	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5217]	1
ENSG00000226443	ENSG00000226443.3	GAPDHP32	glyceraldehyde 3 phosphate dehydrogenase pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:37784]	1
ENSG00000249798	ENSG00000249798.1	HSD3BP3	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:5221]	1
ENSG00000239873	ENSG00000239873.2	GAPDHP27	glyceraldehyde 3 phosphate dehydrogenase pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:37779]	1
ENSG00000298638	ENSG00000298638.1		novel transcript	1
ENSG00000203855	ENSG00000203855.7	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:5222]	1
ENSG00000298680	ENSG00000298680.1		novel transcript	1
ENSG00000240244	ENSG00000240244.3	GAPDHP33	glyceraldehyde 3 phosphate dehydrogenase pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:37785]	1
ENSG00000260941	ENSG00000260941.1	LINC00622	long intergenic non-protein coding RNA 622 [Source:HGNC Symbol;Acc:HGNC:44251]	1
ENSG00000198857	ENSG00000198857.3	HSD3BP5	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:5223]	1
ENSG00000305194	ENSG00000305194.1		novel transcript	1
ENSG00000143067	ENSG00000143067.5	ZNF697	zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]	1
ENSG00000301166	ENSG00000301166.1		novel transcript	1
ENSG00000092621	ENSG00000092621.13	PHGDH	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]	1
ENSG00000296692	ENSG00000296692.1		novel transcript, antisense to PHGDH	1
ENSG00000296672	ENSG00000296672.1		novel transcript, antisense to PHGDH	1
ENSG00000134240	ENSG00000134240.12	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 [Source:HGNC Symbol;Acc:HGNC:5008]	1
ENSG00000134193	ENSG00000134193.15	REG4	regenerating family member 4 [Source:HGNC Symbol;Acc:HGNC:22977]	1
ENSG00000296885	ENSG00000296885.1		novel transcript	1
ENSG00000307777	ENSG00000307777.1		novel transcript	1
ENSG00000215864	ENSG00000215864.6	NBPF7P	NBPF member 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:31989]	1
ENSG00000307795	ENSG00000307795.1		novel transcript	1
ENSG00000227205	ENSG00000227205.4	PFN1P9	profilin 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42991]	1
ENSG00000226446	ENSG00000226446.1	NOTCH2P1	notch 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44253]	1
ENSG00000134249	ENSG00000134249.7	ADAM30	ADAM metallopeptidase domain 30 [Source:HGNC Symbol;Acc:HGNC:208]	1
ENSG00000134250	ENSG00000134250.21	NOTCH2	notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]	1
ENSG00000273406	ENSG00000273406.2		novel transcript	1
ENSG00000207149	ENSG00000207149.1	RNU6-465P	RNA, U6 small nuclear 465, pseudogene [Source:HGNC Symbol;Acc:HGNC:47428]	1
ENSG00000305980	ENSG00000305980.1		novel transcript	1
ENSG00000265808	ENSG00000265808.4	SEC22B	SEC22 homolog B, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:10700]	1
ENSG00000305957	ENSG00000305957.1		novel transcript	1
ENSG00000305887	ENSG00000305887.1		novel transcript	1
ENSG00000274642	ENSG00000274642.1		phosphodiesterase 4D interacting protein (PDE4DIP) pseudogene	1
ENSG00000277313	ENSG00000277313.1	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	1
ENSG00000290569	ENSG00000290569.2		novel transcript	1
ENSG00000223804	ENSG00000223804.6		Poly [ADP-ribose] polymerase 8 (PARP8) pseudogene	1
ENSG00000306014	ENSG00000306014.1		novel transcript	1
ENSG00000273727	ENSG00000273727.1	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1
ENSG00000300634	ENSG00000300634.1		novel transcript	1
ENSG00000306762	ENSG00000306762.1		novel transcript	1
ENSG00000270231	ENSG00000270231.5	NBPF8	NBPF member 8 [Source:HGNC Symbol;Acc:HGNC:31990]	1
ENSG00000293296	ENSG00000293296.1	PFN1P2	profilin 1 pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:767846]	1
ENSG00000270392	ENSG00000270392.3	PFN1P2	profilin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:24298]	1
ENSG00000296642	ENSG00000296642.1		novel transcript	1
ENSG00000275131	ENSG00000275131.5	PDE4DIPP2	PDE4DIP pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55081]	1
ENSG00000302906	ENSG00000302906.1		novel transcript	1
ENSG00000290999	ENSG00000290999.2		novel transcript	1
ENSG00000295970	ENSG00000295970.1		novel transcript	1
ENSG00000295994	ENSG00000295994.1		novel transcript	1
ENSG00000273694	ENSG00000273694.1	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	1
ENSG00000296070	ENSG00000296070.1		novel transcript	1
ENSG00000296013	ENSG00000296013.1		novel transcript	1
ENSG00000296033	ENSG00000296033.1		novel transcript	1
ENSG00000275933	ENSG00000275933.1	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	1
ENSG00000296051	ENSG00000296051.1		novel transcript	1
ENSG00000286106	ENSG00000286106.3	NOTCH2NLR	notch 2 N-terminal like R [Source:HGNC Symbol;Acc:HGNC:53925]	1
ENSG00000273136	ENSG00000273136.9	NBPF26	NBPF member 26 [Source:HGNC Symbol;Acc:HGNC:49571]	1
ENSG00000287979	ENSG00000287979.2		novel transcript	1
ENSG00000308507	ENSG00000308507.1		novel transcript	1
ENSG00000275538	ENSG00000275538.1	RNVU1-19	RNA, variant U1 small nuclear 19 [Source:HGNC Symbol;Acc:HGNC:48324]	1
ENSG00000263353	ENSG00000263353.4	PPIAL4A	peptidylprolyl isomerase A like 4A [Source:HGNC Symbol;Acc:HGNC:24369]	1
ENSG00000226067	ENSG00000226067.8	LINC00623	long intergenic non-protein coding RNA 623 [Source:HGNC Symbol;Acc:HGNC:44252]	1
ENSG00000281741	ENSG00000281741.2		TEC	1
ENSG00000300262	ENSG00000300262.1		novel transcript	1
ENSG00000277610	ENSG00000277610.1	RNVU1-4	RNA, variant U1 small nuclear 4 [Source:HGNC Symbol;Acc:HGNC:48312]	1
ENSG00000290904	ENSG00000290904.2		novel transcript	1
ENSG00000285215	ENSG00000285215.3		novel pseudogene, similar to phosphodiesterase 4D interacting protein PDE4DIP	1
ENSG00000273516	ENSG00000273516.1	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1
ENSG00000275585	ENSG00000275585.3	PDE4DIPP4	PDE4DIP pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:55083]	1
ENSG00000291135	ENSG00000291135.2	FCGR1BP	Fc gamma receptor Ib, pseudogene [Source:HGNC Symbol;Acc:HGNC:3614]	1
ENSG00000275296	ENSG00000275296.1		ubiquitin-conjugating enzyme E2D 4 (putative) (UBE2D4) pseudogene	1
ENSG00000291123	ENSG00000291123.2	H2BP1	H2B histone pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20560]	1
ENSG00000198019	ENSG00000198019.15	FCGR1BP	Fc gamma receptor Ib, pseudogene [Source:HGNC Symbol;Acc:HGNC:3614]	1
ENSG00000227193	ENSG00000227193.3		novel transcript	1
ENSG00000223345	ENSG00000223345.6	H2BP1	H2B histone pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20560]	1
ENSG00000213244	ENSG00000213244.3	H3P4	H3 histone pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43797]	1
ENSG00000268993	ENSG00000268993.1	RPL22P6	ribosomal protein L22 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36473]	1
ENSG00000188610	ENSG00000188610.12	FAM72B	family with sequence similarity 72 member B [Source:HGNC Symbol;Acc:HGNC:24805]	1
ENSG00000308561	ENSG00000308561.1		novel transcript, antisense to SRGAP2C	1
ENSG00000171943	ENSG00000171943.12	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:HGNC:30584]	1
ENSG00000275129	ENSG00000275129.1		RAP1, GTP-GDP dissociation stimulator 1 (RAP1GDS1) pseudogene	1
ENSG00000230806	ENSG00000230806.2	SRGAP2-AS1	SRGAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40902]	1
ENSG00000227082	ENSG00000227082.4	LINC02798	long intergenic non-protein coding RNA 2798 [Source:HGNC Symbol;Acc:HGNC:54323]	1
ENSG00000228826	ENSG00000228826.4		novel transcript	1
ENSG00000233432	ENSG00000233432.2	MTIF2P1	mitochondrial translational initiation factor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:14861]	1
ENSG00000291141	ENSG00000291141.2	EMBP1	embigin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38661]	1
ENSG00000231752	ENSG00000231752.9	EMBP1	embigin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38661]	1
ENSG00000224857	ENSG00000224857.1	LINC01691	long intergenic non-protein coding RNA 1691 [Source:HGNC Symbol;Acc:HGNC:52479]	1
ENSG00000307995	ENSG00000307995.1		novel transcript	1
ENSG00000276118	ENSG00000276118.1		transmembrane protein 128 (TMEM128) pseudogene	1
ENSG00000294133	ENSG00000294133.1		novel transcript	1
ENSG00000277095	ENSG00000277095.1		otopetrin 1 (OTOP1) pseudogene	1
ENSG00000277702	ENSG00000277702.1		lymphocyte-specific protein 1 (LSP1) pseudogene	1
ENSG00000252830	ENSG00000252830.2	RNA5SP533	RNA, 5S ribosomal pseudogene 533 [Source:HGNC Symbol;Acc:HGNC:53802]	1
ENSG00000264145	ENSG00000264145.2		dopamine receptor D5 (DRD5) pseudogene	1
ENSG00000274927	ENSG00000274927.1	KMT2CP3	lysine methyltransferase 2C pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:56181]	1
ENSG00000310320	ENSG00000310320.1		novel transcript	1
ENSG00000297335	ENSG00000297335.1		novel transcript	1
ENSG00000242943	ENSG00000242943.1	NKAIN1P1	NKAIN1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38593]	1
ENSG00000303869	ENSG00000303869.1		novel transcript	1
ENSG00000223495	ENSG00000223495.2		kinase suppressor of ras 1 (KSR1) pseudogene	1
ENSG00000235887	ENSG00000235887.2	LINC02799	long intergenic non-protein coding RNA 2799 [Source:HGNC Symbol;Acc:HGNC:54324]	1
ENSG00000203825	ENSG00000203825.4		phosphodiesterase 4D interacting protein (myomegalin) (PDE4DIP) pseudogene	1
ENSG00000179571	ENSG00000179571.10	NBPF17P	NBPF member 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:31997]	1
ENSG00000226028	ENSG00000226028.2	PFN1P12	profilin 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42995]	1
ENSG00000202167	ENSG00000202167.1	RNU1-114P	RNA, U1 small nuclear 114, pseudogene [Source:HGNC Symbol;Acc:HGNC:48456]	1
ENSG00000303408	ENSG00000303408.1		novel transcript	1
ENSG00000294936	ENSG00000294936.1		novel transcript	1
ENSG00000207349	ENSG00000207349.1	RNVU1-17	RNA, variant U1 small nuclear 17 [Source:HGNC Symbol;Acc:HGNC:48322]	1
ENSG00000252826	ENSG00000252826.1	RNVU1-23	RNA, variant U1 small nuclear 23 [Source:HGNC Symbol;Acc:HGNC:48434]	1
ENSG00000206737	ENSG00000206737.1	RNVU1-18	RNA, variant U1 small nuclear 18 [Source:HGNC Symbol;Acc:HGNC:37496]	1
ENSG00000232721	ENSG00000232721.4		novel transcript	1
ENSG00000302060	ENSG00000302060.1		novel transcript	1
ENSG00000307187	ENSG00000307187.1		novel transcript	1
ENSG00000223779	ENSG00000223779.6		novel pseudogene, similar to phosphodiesterase 4D interacting protein PDE4DIP	1
ENSG00000242352	ENSG00000242352.2	FAM91A3P	family with sequence similarity 91 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:32273]	1
ENSG00000307096	ENSG00000307096.1		novel transcript	1
ENSG00000270962	ENSG00000270962.1		NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) (NHP2L1) pseudogene	1
ENSG00000263590	ENSG00000263590.3	LINC02591	long intergenic non-protein coding RNA 2591 [Source:HGNC Symbol;Acc:HGNC:53901]	1
ENSG00000252105	ENSG00000252105.1	RNU1-143P	RNA, U1 small nuclear 143, pseudogene [Source:HGNC Symbol;Acc:HGNC:48485]	1
ENSG00000233430	ENSG00000233430.3	PDE4DIPP3	PDE4DIP pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:55082]	1
ENSG00000307137	ENSG00000307137.1		novel transcript	1
ENSG00000237503	ENSG00000237503.2		ubiquitin-conjugating enzyme E2D 4 (putative) (UBE2D4) pseudogene	1
ENSG00000307259	ENSG00000307259.1		novel transcript	1
ENSG00000265531	ENSG00000265531.3	FCGR1CP	Fc gamma receptor Ic, pseudogene [Source:HGNC Symbol;Acc:HGNC:3615]	1
ENSG00000290735	ENSG00000290735.2		novel transcript	1
ENSG00000230186	ENSG00000230186.4		novel transcript	1
ENSG00000273213	ENSG00000273213.4	H3-7	H3.7 histone (putative) [Source:HGNC Symbol;Acc:HGNC:32060]	1
ENSG00000234571	ENSG00000234571.3	H2BP2	H2B histone pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20654]	1
ENSG00000307229	ENSG00000307229.1		novel transcript	1
ENSG00000268074	ENSG00000268074.1	RPL22P5	ribosomal protein L22 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37022]	1
ENSG00000263513	ENSG00000263513.6	FAM72C	family with sequence similarity 72 member C [Source:HGNC Symbol;Acc:HGNC:30602]	1
ENSG00000294276	ENSG00000294276.1		novel transcript	1
ENSG00000289318	ENSG00000289318.3		novel transcript	1
ENSG00000270872	ENSG00000270872.2	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43932]	1
ENSG00000294260	ENSG00000294260.1		novel transcript	1
ENSG00000276674	ENSG00000276674.1	IGKV1OR1-1	immunoglobulin kappa variable 1/OR1-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5764]	1
ENSG00000232527	ENSG00000232527.9	LINC02802	long intergenic non-protein coding RNA 2802 [Source:HGNC Symbol;Acc:HGNC:54326]	1
ENSG00000307444	ENSG00000307444.1		novel transcript	1
ENSG00000275075	ENSG00000275075.1		transmembrane protein 128  (TMEM128) pseudogene	1
ENSG00000275767	ENSG00000275767.1		otopetrin 1 (OTOP1) pseudogene	1
ENSG00000276442	ENSG00000276442.1	RNA5SP529	RNA, 5S ribosomal pseudogene 529 [Source:HGNC Symbol;Acc:HGNC:53798]	1
ENSG00000175658	ENSG00000175658.4	DRD5P2	dopamine receptor D5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3028]	1
ENSG00000290869	ENSG00000290869.2		novel transcript	1
ENSG00000276756	ENSG00000276756.5	KMT2CP2	lysine methyltransferase 2C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56180]	1
ENSG00000297598	ENSG00000297598.1		novel transcript	1
ENSG00000296108	ENSG00000296108.1		novel transcript	1
ENSG00000271567	ENSG00000271567.2	PPIAL4E	peptidylprolyl isomerase A like 4E [Source:HGNC Symbol;Acc:HGNC:33997]	1
ENSG00000271439	ENSG00000271439.1		HIG1 hypoxia inducible domain family, member 1C (HIGD1C) pseudogene	1
ENSG00000207205	ENSG00000207205.1	RNVU1-15	RNA, variant U1 small nuclear 15 [Source:HGNC Symbol;Acc:HGNC:48320]	1
ENSG00000237343	ENSG00000237343.2		novel transcript	1
ENSG00000233586	ENSG00000233586.1		novel pseudogene (FLJ39739)	1
ENSG00000266338	ENSG00000266338.7	NBPF15	NBPF member 15 [Source:HGNC Symbol;Acc:HGNC:28791]	1
ENSG00000227212	ENSG00000227212.3	PFN1P6	profilin 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42988]	1
ENSG00000296488	ENSG00000296488.2		novel transcript, antisense to NBPF15	1
ENSG00000229002	ENSG00000229002.1		novel pseudogene	1
ENSG00000308362	ENSG00000308362.1		novel transcript	1
ENSG00000275291	ENSG00000275291.1	RNVU1-26	RNA, variant U1 small nuclear 26 [Source:HGNC Symbol;Acc:HGNC:54429]	1
ENSG00000304149	ENSG00000304149.1		novel transcript	1
ENSG00000290121	ENSG00000290121.2		novel transcript	1
ENSG00000278099	ENSG00000278099.1	RNVU1-2A	RNA, variant U1 small nuclear 2A [Source:HGNC Symbol;Acc:HGNC:54430]	1
ENSG00000303695	ENSG00000303695.1		novel transcript, sense overlapping PPIAL4F	1
ENSG00000277918	ENSG00000277918.1	RNVU1-28	RNA, variant U1 small nuclear 28 [Source:HGNC Symbol;Acc:HGNC:54432]	1
ENSG00000279782	ENSG00000279782.3	PPIAL4F	peptidylprolyl isomerase A like 4F [Source:HGNC Symbol;Acc:HGNC:33999]	1
ENSG00000277199	ENSG00000277199.2	LINC01632	long intergenic non-protein coding RNA 1632 [Source:HGNC Symbol;Acc:HGNC:52419]	1
ENSG00000224363	ENSG00000224363.3		novel transcript	1
ENSG00000305955	ENSG00000305955.1	KMT2CP1	lysine methyltransferase 2C pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:101927429]	1
ENSG00000278273	ENSG00000278273.1	KMT2CP1	lysine methyltransferase 2C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56179]	1
ENSG00000222854	ENSG00000222854.1	RNA5SP59	RNA, 5S ribosomal pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:42836]	1
ENSG00000288905	ENSG00000288905.3	LSP1P5	LSP1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:50697]	1
ENSG00000273825	ENSG00000273825.1		otopetrin 1 (OTOP1) pseudogene	1
ENSG00000302082	ENSG00000302082.1		novel transcript	1
ENSG00000287607	ENSG00000287607.1		transmembrane protein 128 (TMEM128) pseudogene	1
ENSG00000196369	ENSG00000196369.12	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B [Source:HGNC Symbol;Acc:HGNC:35237]	1
ENSG00000271644	ENSG00000271644.1		RAP1, GTP-GDP dissociation stimulator 1 (RAP1GDS1) pseudogene	1
ENSG00000297406	ENSG00000297406.1		novel transcript, antisense to SRGAP2B	1
